RA,ANO,FASE,FASE_IDEAL,DEFASAGEM_FORNECIDA,INDE,PEDRA,IAN,IDA,IEG,IAA,IPS,IPP,IPV,NOTA_MATEMATICA,NOTA_PORTUGUES,NOTA_INGLES,INDICADO,ATINGIU_PV,TURMA,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,ANO_NASCIMENTO,DEFASAGEM_CALCULADA,IDADE_ANOS,ALVO_RISCO_DEFASAGEM_PROX_ANO
1214,2024,7.0,7.0,0,8.5902971362,TOPAZIO,10.0,8.0,9.081527348,10.002,8.13,8.28125,7.663333333,8.0,6.0,10.0,,,7A,MASCULINO,2023,PUBLICA,2007,0.0,17,
1215,2023,6.0,6.0,0,6.339466667,AGATA,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,5.0,2.7,4.7,,,6A,FEMININO,2023,PUBLICA,2007,0.0,16,
1216,2023,6.0,8.0,-2,7.7105,AMETISTA,5.0,7.9,9.0,9.6,5.63,7.5,7.795,8.7,5.3,9.7,,,6A,FEMININO,2023,CONCLUIU O 3O EM,2004,-2.0,19,0.0
1216,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,FEMININO,2023,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,20,
1217,2023,6.0,7.0,-1,6.064625,AGATA,5.0,5.9,7.9,0.0,5.63,7.65625,7.38,7.0,4.0,6.7,,,6L,FEMININO,2023,PUBLICA,2006,-1.0,17,
1218,2023,6.0,7.0,-1,6.8265,AGATA,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,6.7,3.5,5.7,,,6L,MASCULINO,2023,PUBLICA,2006,-1.0,17,
1219,2023,6.0,6.0,0,7.215141667,AMETISTA,10.0,6.3,6.5,8.8,5.63,7.34375,7.38,7.2,5.5,6.3,,,6L,FEMININO,2023,PUBLICA,2007,0.0,16,
1220,2023,6.0,7.0,-1,6.46725,AGATA,5.0,6.8,9.0,0.0,5.0,7.8125,7.63,8.8,5.3,6.3,,,6L,FEMININO,2023,PUBLICA,2005,-1.0,18,1.0
1220,2024,6.0,7.0,-1,7.143244444466667,AMETISTA,5.0,7.666666666666667,8.555555555666666,7.083,6.885,7.5,6.26,9.0,7.0,7.0,,,6L,FEMININO,2023,CONCLUIU O 3O EM,2005,-1.0,19,
1221,2023,7.0,8.0,-1,8.027466667,TOPAZIO,5.0,8.7,9.1,9.2,6.26,8.0,8.09,8.2,8.0,10.0,,,7A,FEMININO,2023,CONCLUIU O 3O EM,2001,-1.0,22,0.0
1221,2024,8.0,8.0,0,,,10.0,8.0,0.0,,,,,7.0,7.0,10.0,,,8F,FEMININO,2023,CONCLUIU O 3O EM,2001,0.0,23,
1222,2023,7.0,8.0,-1,7.026466667,AMETISTA,5.0,6.8,10.0,7.1,5.63,6.875,6.005,5.0,6.5,9.0,,,7A,FEMININO,2023,NENHUMA DAS OPCOES ACIMA,2003,-1.0,20,
1223,2023,7.0,7.0,0,8.187766667,TOPAZIO,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,9.5,8.3,9.3,,,7A,MASCULINO,2023,PUBLICA,2006,0.0,17,
1224,2023,7.0,8.0,-1,7.5524,AMETISTA,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,8.2,6.3,9.5,,,7A,MASCULINO,2023,CONCLUIU O 3O EM,2003,-1.0,20,0.0
1224,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,MASCULINO,2023,CONCLUIU O 3O EM,2003,0.0,21,
1225,2023,7.0,8.0,-1,,,5.0,,,7.5,2.52,,,,,,,,7E,FEMININO,2023,CONCLUIU O 3O EM,2005,-1.0,18,0.0
1225,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8F,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2005,0.0,19,
1226,2023,7.0,6.0,1,,,10.0,,,9.2,7.52,,,,,,,,7E,FEMININO,2023,PRIVADA PARCERIAS COM BOLSA 100,2007,1.0,16,0.0
1226,2024,7.0,7.0,0,7.785233333333334,AMETISTA,10.0,6.066666666666666,9.0,8.334,6.885,7.5,7.5,6.0,6.2,6.0,,,7E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2007,0.0,17,
1227,2023,7.0,6.0,1,,,10.0,,,9.2,2.52,,,,,,,,7E,FEMININO,2023,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,1.0,17,0.0
1227,2024,7.0,7.0,0,4.8446,QUARTZO,10.0,0.0,0.0,8.751,7.195,7.5,7.5,0.0,0.0,0.0,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
1228,2023,7.0,7.0,0,,,10.0,,,7.5,2.52,,,,,,,,7E,FEMININO,2023,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,17,0.0
1228,2024,7.0,7.0,0,4.8761,QUARTZO,10.0,0.0,0.0,8.751,7.51,7.5,7.5,0.0,0.0,0.0,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
1229,2023,7.0,6.0,1,,,10.0,,,8.3,7.52,,,,,,,,7E,FEMININO,2023,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,1.0,17,0.0
1229,2024,7.0,7.0,0,4.8238,QUARTZO,10.0,0.0,0.0,9.168,6.57,7.5,7.5,0.0,0.0,0.0,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2006,0.0,18,
1230,2023,7.0,6.0,1,,,10.0,,,0.0,2.52,,,,,,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,1.0,16,0.0
1230,2024,7.0,7.0,0,4.7612000000000005,QUARTZO,10.0,0.0,0.0,7.917,7.195,7.5,7.5,0.0,0.0,0.0,,,7E,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
1231,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2001,0.0,22,0.0
1231,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2001,1.0,23,
1232,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1232,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2002,1.0,22,
1233,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2001,0.0,22,0.0
1233,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA,2001,1.0,23,
1234,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1234,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8A,FEMININO,2021,PRIVADA,2002,0.0,22,
1235,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1235,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2002,1.0,22,
1236,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1236,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8A,FEMININO,2021,PRIVADA,2002,0.0,22,
1237,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1237,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,1.0,22,
1238,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8A,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1238,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA,2002,1.0,22,
1239,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1239,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2003,0.0,21,
1240,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1240,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,MASCULINO,2021,PRIVADA,2003,0.0,21,
1241,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1241,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA,2003,0.0,21,
1242,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1242,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA,2003,0.0,21,
1243,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,
1244,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1244,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA,2003,0.0,21,
1245,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1245,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,MASCULINO,2021,PRIVADA,2003,0.0,21,
1246,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2003,0.0,20,0.0
1246,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA,2003,0.0,21,
1247,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,
1248,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1248,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,MASCULINO,2021,PRIVADA,2003,0.0,21,
1249,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,1996,0.0,27,0.0
1249,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,MASCULINO,2021,PRIVADA,1996,0.0,28,
1250,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2003,0.0,20,0.0
1250,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,MASCULINO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2003,0.0,21,
1251,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1251,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8B,FEMININO,2021,PRIVADA,2003,0.0,21,
1252,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8B,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1252,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA,2002,1.0,22,
1253,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,1999,0.0,24,0.0
1253,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,1999,0.0,25,
1254,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1254,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2003,1.0,21,
1255,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1255,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,MASCULINO,2021,PRIVADA,2004,0.0,20,
1256,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1256,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,2004,0.0,20,
1257,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1257,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,MASCULINO,2021,PRIVADA,2004,0.0,20,
1258,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,1998,0.0,25,0.0
1258,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,1998,1.0,26,
1259,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1259,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,2004,0.0,20,
1260,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1260,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2004,1.0,20,
1261,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1261,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,2004,0.0,20,
1262,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1262,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,2004,0.0,20,
1263,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,20,0.0
1263,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2003,0.0,21,
1264,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1264,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,FEMININO,2021,PRIVADA,2002,0.0,22,
1265,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2022,PRIVADA PARCERIAS COM BOLSA 100,2002,0.0,21,0.0
1265,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8D,MASCULINO,2022,PUBLICA,2002,0.0,22,
1266,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1266,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA,2004,1.0,20,
1267,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2001,0.0,22,0.0
1267,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,FEMININO,2021,PRIVADA,2001,1.0,23,
1268,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8D,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1268,2024,9.0,8.0,1,,,10.0,,0.0,,,,,,,,,,9,MASCULINO,2021,PRIVADA,2004,1.0,20,
1269,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,0.0,18,0.0
1269,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,0.0,19,
1270,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1270,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2004,0.0,20,
1271,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1271,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,20,
1272,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,19,0.0
1272,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2021,PRIVADA PARCERIAS COM BOLSA 100,2004,0.0,20,
1273,2023,8.0,7.0,1,,,10.0,,,,,,,,,,,,8E,FEMININO,2023,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,1.0,18,0.0
1273,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2023,PRIVADA PARCERIAS COM BOLSA 100,2005,0.0,19,
1274,2023,8.0,8.0,0,,,10.0,,,,,,,,,,,,8E,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,0.0,18,0.0
1274,2024,8.0,8.0,0,,,10.0,,0.0,,,,,,,,,,8E,FEMININO,2021,PRIVADA PAGAMENTO POR EMPRESA PARCEIRA,2005,0.0,19,
1275,2024,0.0,0.0,0,7.611366666700001,AMETISTA,10.0,8.0,8.6666666665,10.002,6.26,5.625,5.446666667,10.0,6.0,,,,ALFA A G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1276,2024,0.0,0.0,0,8.002866666700001,TOPAZIO,10.0,8.0,9.3333333335,10.002,3.76,7.5,7.05,10.0,6.0,,,,ALFA A G0G1,FEMININO,2024,PUBLICA,2016,0.0,8,
1277,2024,0.0,0.0,0,7.952200000100001,AMETISTA,10.0,8.0,9.0833333335,10.002,3.76,7.5,7.046666667,10.0,6.0,,,,ALFA A G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1278,2024,0.0,1.0,-1,5.444199999900001,QUARTZO,5.0,7.5,4.1666666665,9.002,3.76,5.0,4.173333333,8.0,7.0,,,,ALFA A G0G1,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1279,2024,0.0,1.0,-1,8.0822,TOPAZIO,5.0,8.25,10.0,10.002,6.26,7.5,7.78,9.0,7.5,,,,ALFA B G2G3,FEMININO,2024,PUBLICA,2015,-1.0,9,
1280,2024,0.0,1.0,-1,8.152624242500002,TOPAZIO,5.0,8.5,9.5454545455,10.002,6.26,7.5,8.336666667,10.0,7.0,,,,ALFA B G2G3,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1281,2024,0.0,1.0,-1,7.982890909100001,AMETISTA,5.0,9.25,9.5454545455,7.918,6.26,7.5,7.78,10.0,8.5,,,,ALFA B G2G3,FEMININO,2024,PUBLICA,2015,-1.0,9,
1282,2024,0.0,1.0,-1,7.8769272727000015,AMETISTA,5.0,9.25,8.1136363635,9.502,6.26,7.5,7.89,10.0,8.5,,,,ALFA B G2G3,FEMININO,2024,PUBLICA,2014,-1.0,10,
1283,2024,0.0,2.0,-2,8.3033538462,TOPAZIO,5.0,9.0,9.230769231,10.002,7.51,7.5,8.28,10.0,8.0,,,,ALFA B G2G3,MASCULINO,2024,PUBLICA,2014,-2.0,10,
1284,2024,0.0,0.0,0,8.3800152174,TOPAZIO,10.0,10.0,9.347826087,9.002,2.51,7.8125,7.89,10.0,10.0,,,,ALFA C G0G1,FEMININO,2024,PUBLICA,2016,0.0,8,
1285,2024,0.0,0.0,0,8.156578882000002,TOPAZIO,10.0,8.0,8.830227742999998,10.002,2.51,7.5,8.946666667,8.0,8.0,,,,ALFA C G0G1,FEMININO,2024,PUBLICA,2017,0.0,7,
1286,2024,0.0,0.0,0,5.914801966800001,QUARTZO,10.0,7.0,5.051759834,8.002,2.51,5.3125,4.61,8.0,6.0,,,,ALFA C G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1287,2024,0.0,1.0,-1,7.619650310500001,AMETISTA,5.0,7.75,9.3064182195,10.002,2.51,8.125,8.223333333,8.0,7.5,,,,ALFA C G0G1,FEMININO,2024,PUBLICA,2016,-1.0,8,
1288,2024,0.0,0.0,0,7.9208899585,AMETISTA,10.0,10.0,7.9813664595,9.002,2.51,7.1875,7.273333333,10.0,10.0,,,,ALFA C G0G1,FEMININO,2024,PUBLICA,2017,0.0,7,
1289,2024,0.0,1.0,-1,7.2171722223,AMETISTA,5.0,7.75,9.4444444445,7.002,7.51,5.9375,6.166666667,9.0,6.5,,,,ALFA D G2G3,FEMININO,2024,PUBLICA,2014,-1.0,10,
1290,2024,0.0,1.0,-1,8.407200000000001,TOPAZIO,5.0,8.75,10.0,10.002,7.51,7.5,8.28,10.0,7.5,,,,ALFA D G2G3,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1291,2024,0.0,1.0,-1,8.079200000000002,TOPAZIO,5.0,8.25,9.5,9.502,7.51,7.5,7.89,10.0,6.5,,,,ALFA D G2G3,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1292,2024,0.0,1.0,-1,6.9031621211,AGATA,5.0,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,10.0,6.5,,,,ALFA D G2G3,FEMININO,2024,PUBLICA,2015,-1.0,9,
1293,2024,0.0,1.0,-1,8.005023232300001,TOPAZIO,5.0,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,8.5,8.5,,,,ALFA D G2G3,FEMININO,2024,PUBLICA,2015,-1.0,9,
1294,2024,0.0,2.0,-2,7.9493666666,AMETISTA,5.0,7.75,10.0,9.502,7.51,6.875,7.553333333,9.0,6.5,,,,ALFA D G2G3,MASCULINO,2024,PUBLICA,2014,-2.0,10,
1295,2024,0.0,0.0,0,8.0617454545,TOPAZIO,10.0,7.5,9.5227272725,10.002,2.51,7.5,8.28,7.0,8.0,,,,ALFA E G2G3,FEMININO,2024,PUBLICA,2016,0.0,8,
1296,2024,0.0,1.0,-1,7.0574222223000005,AMETISTA,5.0,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,7.5,5.5,,,,ALFA E G2G3,FEMININO,2024,PUBLICA,2015,-1.0,9,
1297,2024,0.0,1.0,-1,7.620247619000001,AMETISTA,5.0,9.25,9.761904762,9.502,2.51,7.5,6.833333333,10.0,8.5,,,,ALFA E G2G3,MASCULINO,2024,PUBLICA,2016,-1.0,8,
1298,2024,0.0,0.0,0,7.577287995300001,AMETISTA,10.0,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,7.0,6.5,,,,ALFA E G2G3,MASCULINO,2024,PUBLICA,2016,0.0,8,
1299,2024,0.0,2.0,-2,7.069727777800001,AMETISTA,5.0,6.5,7.638888889,8.502,7.51,7.1875,7.11,7.0,6.0,,,,ALFA E G2G3,MASCULINO,2024,PUBLICA,2014,-2.0,10,
1300,2024,0.0,1.0,-1,7.623866666600001,AMETISTA,5.0,9.0,8.75,8.502,2.51,7.5,8.613333333,10.0,8.0,,,,ALFA F G0G1,FEMININO,2024,PUBLICA,2016,-1.0,8,
1301,2024,0.0,1.0,-1,5.6345333333,QUARTZO,5.0,7.0,2.9166666665000003,9.502,2.51,7.5,6.0,10.0,4.0,,,,ALFA F G0G1,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1302,2024,0.0,0.0,0,5.758866666800001,QUARTZO,10.0,4.0,5.416666667,10.002,2.51,6.25,4.996666667,4.0,4.0,,,,ALFA F G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1303,2024,0.0,0.0,0,8.8352,TOPAZIO,10.0,10.0,10.0,10.002,2.51,7.5,9.17,10.0,10.0,,,,ALFA F G0G1,FEMININO,2024,PUBLICA,2016,0.0,8,
1304,2024,0.0,2.0,-2,7.085119934500001,AMETISTA,5.0,6.0,7.9575163395,9.002,8.135,7.8125,6.493333333,6.0,6.0,,,,ALFA G G2G3,FEMININO,2024,PUBLICA,2014,-2.0,10,
1305,2024,0.0,1.0,-1,6.685221929800001,AGATA,5.0,4.75,8.710526316,8.502,2.51,7.8125,8.053333333,2.0,7.5,,,,ALFA G G2G3,FEMININO,2024,PUBLICA,2014,-1.0,10,
1306,2024,0.0,1.0,-1,8.503033333400001,TOPAZIO,5.0,9.75,10.0,9.002,8.135,7.5,7.946666667,10.0,9.5,,,,ALFA G G2G3,FEMININO,2024,PUBLICA,2016,-1.0,8,
1307,2024,0.0,0.0,0,6.5940333333000005,AGATA,10.0,5.5,5.833333333500001,10.002,6.255,6.25,5.383333333,7.0,4.0,,,,ALFA H G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1308,2024,0.0,1.0,-1,6.876997101400001,AGATA,5.0,6.0,7.445652174,10.002,7.51,7.5,5.933333333,8.0,4.0,,,,ALFA H G0G1,FEMININO,2024,PUBLICA,2015,-1.0,9,
1309,2024,0.0,0.0,0,8.379199999899999,TOPAZIO,10.0,7.5,9.1666666665,9.002,7.51,7.5,8.223333333,8.0,7.0,,,,ALFA H G0G1,FEMININO,2024,PUBLICA,2016,0.0,8,
1310,2024,0.0,0.0,0,8.3907833334,TOPAZIO,10.0,10.0,9.375,8.502,2.51,7.8125,8.166666667,10.0,10.0,,,,ALFA H G0G1,FEMININO,2024,PUBLICA,2017,0.0,7,
1311,2024,0.0,0.0,0,6.4118666668,AGATA,10.0,0.0,9.166666667,9.002,2.51,7.5,8.386666667,0.0,0.0,,,,ALFA H G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1312,2024,0.0,1.0,-1,7.510200000000001,AMETISTA,5.0,6.5,8.333333333,10.002,7.51,6.25,8.336666667,8.0,5.0,,,,ALFA H G0G1,MASCULINO,2024,PUBLICA,2015,-1.0,9,
1313,2024,0.0,0.0,0,8.0155333334,TOPAZIO,10.0,6.25,8.125,9.502,7.51,7.5,8.446666667,4.0,8.5,,,,ALFA H G0G1,MASCULINO,2024,PUBLICA,2016,0.0,8,
1314,2024,0.0,0.0,0,8.239799999999999,TOPAZIO,10.0,9.0,8.541666667,7.418,7.51,7.5,7.443333333,8.0,10.0,,,,ALFA H G0G1,FEMININO,2024,PUBLICA,2017,0.0,7,
